proto,conn_state,history,label,id.orig_p,id.resp_p,missed_bytes,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,orig_ip_1,orig_ip_2,orig_ip_3,orig_ip_4,resp_ip_1,resp_ip_2,resp_ip_3,resp_ip_4
udp,S0,D,Benign,43914.926,21535.998,0.010737547,0.94288516,47.076477,0.033774707,2.0110478,192.08685,167.91675,100.03763,102.969955,112.218506,128.72614,97.09793,103.56918
udp,S0,D,Benign,43605.113,11140.36,0.05829213,1.0311942,35.74768,-0.0132750245,-9.80461,192.05025,168.00769,99.99135,102.94414,57.973553,83.02457,78.92344,99.94452
tcp,S0,S,Malicious,37493.5,505.97067,0.083302505,0.84539574,63.586823,-0.13572384,-9.608563,191.94763,167.99803,100.08484,102.89424,64.89543,53.926605,172.20456,139.4586
tcp,S0,S,Malicious,46264.773,8804.665,0.022109175,3.0115066,176.1168,-0.08071561,-10.723819,192.1662,167.8747,100.05915,102.99442,188.87285,69.464905,94.499504,162.89178
tcp,S0,S,Malicious,39170.57,-594.3789,0.014286986,1.0601289,52.351425,-0.23504724,0.19304089,191.86484,167.91692,100.05904,103.01904,82.767685,202.2608,63.04154,67.96947
udp,S0,D,Benign,43955.188,25564.727,-0.0069630006,1.0601621,45.24456,0.04572935,-0.43599316,191.94055,168.0207,100.10907,103.005035,168.45045,81.13467,142.3078,155.85135
udp,S0,D,Benign,43698.367,33729.113,-0.0030897106,1.0439423,43.445232,-0.07239626,-4.5423203,192.0035,167.94661,99.94662,103.09039,79.15034,131.9636,107.95125,179.07388
udp,S0,D,Benign,44015.086,32109.572,-0.0043833125,0.8553139,43.362675,-0.006938663,0.86710745,191.98164,168.06886,100.03372,103.04714,67.84127,197.5809,79.33286,155.03711
udp,S0,D,Benign,43546.25,21263.143,0.07528841,1.020886,36.272057,-0.026518341,-1.9886837,191.99698,167.90079,99.96001,102.96688,63.584557,86.32187,134.19966,63.077885
udp,S0,D,Benign,43924.965,26576.807,0.048538644,1.0409485,32.376316,0.029024627,-11.536727,191.98502,168.03735,99.98009,103.058136,118.66392,168.40408,131.32603,157.27094
udp,S0,D,Benign,44059.695,22144.668,-0.039679997,0.98730963,39.214672,0.032356728,11.761234,192.04608,167.90057,100.104935,102.97475,188.85254,120.64933,115.99867,146.19778
tcp,S0,S,Malicious,50956.355,8876.973,0.07404299,1.0407128,52.18607,0.012725878,-4.1934175,192.07353,167.93863,100.0091,102.9559,161.66095,142.40216,127.137726,82.80934
tcp,S0,S,Malicious,51679.15,610.9746,-0.026349578,1.0587764,65.18946,0.12297782,0.41839412,192.0696,167.95944,99.98164,103.022934,82.206726,183.39317,151.17813,141.63165
tcp,S0,S,Malicious,51879.043,-792.89453,0.025385344,2.903076,176.11551,0.06676448,-9.023585,191.92339,167.95403,99.94963,103.119606,123.41207,174.67772,61.24233,119.180855
tcp,S0,S,Malicious,44086.97,1253.8691,0.00124215,0.9789415,55.598976,-0.0763818,1.8586235,192.06364,167.86943,100.059135,102.97479,172.05864,99.29805,177.57228,93.20046
udp,S0,D,Benign,40247.207,9800.071,0.035457928,1.0495648,35.540558,0.16217475,7.7415338,191.91832,167.88036,99.97059,102.88764,188.87291,72.31842,86.08098,144.82446
tcp,S0,S,Malicious,45970.723,-183.44923,-0.02957853,1.0858316,52.820877,0.093960255,-13.986476,192.00864,167.92113,99.98029,102.97788,97.25672,86.18539,137.16924,167.43652
tcp,S0,S,Malicious,46012.35,-418.2598,0.045493923,2.908866,176.1168,0.0134914545,-1.288209,192.05984,167.98782,100.18959,102.95382,181.25726,156.77559,126.86724,175.5184
udp,S0,D,Benign,43503.67,31662.34,0.009327852,1.0070586,39.819374,0.113975465,-9.790683,191.99237,167.89464,100.02817,102.94592,174.64441,76.14681,190.05647,111.3993
udp,S0,D,Benign,44358.926,30837.357,-0.038356036,0.9707542,43.925594,0.11428051,-2.8587494,192.06181,167.96799,99.915634,103.00328,112.09839,130.25314,82.476364,194.3583
udp,S0,D,Benign,43530.086,14808.215,0.060806967,1.1236068,40.30426,-0.10627408,5.9467506,191.98717,167.94467,100.03827,102.964745,123.17031,196.20471,143.25208,89.04895
tcp,S0,S,Malicious,39620.945,8467.485,0.06981545,3.0758462,176.1168,-0.040235516,-0.3778877,192.03557,167.96423,100.01726,103.00663,55.075863,121.85511,71.24835,136.14468
tcp,S0,S,Malicious,44645.72,-909.00586,0.010476368,1.0005591,61.66618,0.05542798,-4.7074003,192.04802,167.97066,100.02839,103.14892,55.599163,57.136513,156.52081,136.05528
udp,S0,D,Benign,43556.992,3066.417,0.028425355,1.028485,37.8584,0.006670031,5.6767564,192.0096,168.05563,99.94191,102.99671,95.816345,90.79735,142.01518,52.470467
tcp,S0,S,Malicious,42533.652,2407.496,0.07208858,2.8454432,176.1168,0.037053246,-5.228265,191.99812,167.97101,100.220116,102.91587,143.53323,202.26082,132.0842,191.16153
tcp,S0,S,Malicious,45225.137,1151.3262,0.030472817,0.9979737,66.532936,0.059835013,-0.3147287,191.98976,168.13004,99.932365,103.08108,155.33908,169.89172,162.70941,177.5068
tcp,S0,S,Benign,47134.85,6449.3965,0.05584889,0.9102854,59.160995,-0.021779548,-5.2214003,191.99794,168.01497,100.03369,103.093,85.12951,93.69715,164.82901,145.42705
udp,S0,D,Benign,43483.336,17504.77,0.06915185,0.886832,46.05993,0.04995733,4.014687,191.9943,168.11906,100.02331,103.06283,142.81696,195.02037,139.79826,120.05625
tcp,S0,S,Benign,47688.742,1627.5361,0.024066249,0.94718385,58.296764,-0.13856606,-5.106167,191.98555,167.93843,100.07141,102.995125,124.30466,110.96313,201.26155,52.490135
tcp,S0,S,Malicious,38499.86,1041.1533,-0.0013878109,3.0393767,176.1168,-0.05229331,9.195903,192.02438,167.95801,100.03374,102.92669,129.17366,106.98312,130.79321,187.92444
udp,S0,D,Benign,43535.996,35994.742,-0.056756105,1.2190769,39.159203,-0.098552376,-7.2491083,192.1116,167.91217,99.88756,102.94216,143.48897,181.60983,198.8734,173.39778
tcp,S0,S,Malicious,40635.477,-758.1738,-0.05309973,1.010554,56.781715,0.06947178,-10.644521,191.99945,167.91614,100.001724,103.07613,55.077602,103.68862,140.01434,114.47073
udp,S0,D,Benign,43494.594,3857.086,-0.0027074553,1.0464128,46.418842,0.01770382,8.434154,192.05128,167.99796,100.05238,102.89745,159.39235,122.49988,121.35707,106.17354
tcp,S0,S,Benign,40010.633,33740.125,0.0712311,3.1549194,176.1168,0.1736617,9.188241,192.01128,168.03358,100.17003,102.896706,188.28877,135.6348,148.66081,80.352806
udp,S0,D,Benign,43602.17,24477.002,0.006335308,1.1666384,40.080654,-0.02497239,2.206324,192.04823,167.94548,100.02511,103.008,161.3038,199.31682,54.031284,161.39522
tcp,S0,S,Malicious,37493.53,930.5576,0.01949795,0.9041494,61.46867,-0.09651451,-9.952849,191.99019,168.07982,100.07594,102.93882,156.29053,202.07635,127.82575,201.02727
tcp,S0,S,Malicious,39217.1,725.0459,0.047223132,0.88956845,63.29786,0.10565284,-6.49164,192.01933,167.90915,99.94897,103.022354,180.55626,73.22711,77.529655,55.471527
tcp,S0,S,Malicious,52496.656,4806.912,0.017337,0.9273369,65.6983,0.097616024,-6.6965055,191.91373,167.93425,100.13514,103.037125,161.64424,179.69115,182.14575,197.9034
tcp,S0,S,Malicious,40771.957,2475.8408,-0.041991744,0.869669,60.954926,-0.005277243,-1.5756035,191.97743,168.0201,100.08964,102.99998,139.9666,126.19605,93.69882,118.12955
tcp,S0,S,Malicious,37949.44,6640.7715,0.013455835,0.949187,50.398205,0.07130445,10.437765,192.06306,168.12453,99.997925,102.917305,110.25933,62.77146,169.47813,53.625862
udp,S0,D,Benign,43954.04,13269.761,-0.010480512,1.0005733,36.6925,-0.11335434,1.7719111,192.09431,167.99043,99.95782,103.07576,110.4819,138.65549,184.21928,79.04514
udp,S0,D,Benign,43625.41,8428.016,-0.046915844,1.0360156,37.596188,-0.06699778,2.87217,191.88525,168.05205,100.02213,102.89007,164.93153,150.17982,84.11817,151.7955
tcp,S0,S,Benign,48463.715,19585.928,0.03706271,1.0447342,59.97697,0.1511948,2.682129,191.9882,168.00195,100.02389,103.05578,113.640564,96.66717,92.72657,201.02829
udp,S0,D,Benign,44112.984,192.00096,0.044620696,1.0269434,36.340164,-0.024578895,5.7030683,192.04912,167.94505,100.133965,102.972664,188.87195,53.920876,54.0313,52.500366
tcp,S0,S,Benign,42690.473,26414.832,-0.093618676,0.99569386,60.749424,-0.010633511,2.0433707,192.02571,167.99358,99.94866,102.92349,138.79742,199.28932,80.58138,66.12803
udp,S0,D,Benign,43666.484,21210.703,0.09124277,0.94316924,45.83313,0.09296072,9.004335,191.96962,168.015,100.096275,103.13427,154.61276,176.79688,84.50227,80.142426
tcp,S0,S,Malicious,38600.85,3057.1895,0.056702103,3.062615,176.1168,-0.0053859022,3.8430486,192.00725,167.97627,100.19452,102.93798,67.631996,113.25337,125.1403,83.471596
udp,S0,D,Benign,43767.125,21293.61,-0.04030364,1.0370846,43.718086,-0.111262515,2.1768188,192.03616,168.00938,100.06136,103.05266,111.089294,136.26286,157.39717,54.121933
udp,S0,D,Benign,43338.285,20057.676,0.015693229,0.8251401,46.254974,-0.030734476,1.0508862,192.0769,168.00354,100.07356,103.08825,78.92077,172.06268,72.37549,131.41115
tcp,S0,S,Malicious,46860.445,152.93944,0.037995733,1.0388197,63.843094,0.17265926,-8.4505415,192.02725,167.89458,99.9545,102.923874,72.29009,79.03409,75.87534,184.92622
udp,S0,D,Benign,43577.09,31474.896,0.03585991,1.0198567,36.162415,0.02026904,-12.415584,192.0302,168.02885,99.96591,102.92666,133.95157,102.45088,147.87329,58.406586
udp,S0,D,Benign,44089.465,35839.414,-0.054054864,0.9358148,38.245872,0.0031207534,-2.6860943,192.0161,167.97705,100.03677,102.95349,131.05995,116.62739,199.81744,144.35437
tcp,S0,S,Malicious,37493.516,6729.284,0.07321779,0.93303657,53.103607,-0.070107624,8.981231,192.03302,167.94125,99.98892,103.00524,104.37989,196.33981,157.79121,52.470467
tcp,S0,S,Malicious,52125.51,8925.008,0.06427082,2.9827962,176.1168,0.0020186785,-7.618642,192.02197,167.93437,100.17824,102.84422,65.36635,67.68701,109.807724,130.8925
udp,S0,D,Benign,43076.14,32331.432,-0.04816996,1.0854555,45.08881,0.07042563,-1.9065962,192.04437,167.99113,100.05168,102.98715,104.257484,200.91415,98.133705,114.627
tcp,S0,S,Benign,40612.418,23698.084,0.04487541,1.4576017,79.60064,0.13174254,-7.805566,192.01659,168.00226,99.97684,102.97316,68.90605,136.72545,134.67087,121.07736
tcp,S0,S,Malicious,42160.8,8159.2734,0.05647251,2.9997253,176.1168,0.024736997,-17.538517,191.95679,167.96225,100.02821,103.01973,181.37804,115.71677,156.2932,80.86827
tcp,S0,S,Malicious,51740.316,303.9111,0.028463664,1.0464697,60.189884,-0.100395545,-2.8586636,192.01971,167.99838,100.015045,102.95987,138.47093,113.75539,151.13182,53.07154
udp,S0,D,Benign,43800.19,29509.746,-0.042235352,1.0087122,43.638657,-0.025300827,1.9589691,192.00502,168.01254,99.996475,103.00632,184.99068,81.463524,184.95233,114.507904
udp,S0,D,Benign,43629.918,19596.174,-0.025425427,1.0384281,49.184,0.04604383,-0.62721914,191.99834,167.9871,100.08175,102.90688,177.39104,90.30827,201.24338,117.88082
tcp,S0,S,Benign,51037.742,5222.669,0.08476933,0.9405213,48.369843,0.15525186,-5.8460817,191.98526,167.89108,100.11311,103.067345,101.47881,124.30801,96.08903,153.08945
udp,S0,D,Benign,43738.574,26765.729,0.06163163,0.929313,37.7388,-0.15163021,4.1026754,192.06761,167.98196,100.033485,103.03859,72.68989,161.6884,92.29165,157.57108
udp,S0,D,Benign,43982.555,7010.427,0.007768685,0.9378283,40.9463,0.07678027,4.557605,192.0701,167.9308,100.0966,102.89067,188.86258,53.920876,201.26125,201.02843
udp,S0,D,Benign,43299.543,22998.771,0.0240785,1.0289237,27.91268,0.08200024,-7.178727,191.96783,168.06479,99.98222,103.03868,159.4557,136.87141,75.25665,180.23627
tcp,S0,S,Malicious,39950.61,-876.4512,0.016074402,2.897231,176.11679,-0.05996732,-11.601783,192.03653,167.94858,99.98641,102.96339,111.02257,109.327065,133.44449,185.05222
tcp,S0,S,Malicious,52675.836,8825.531,0.017294794,1.0362417,54.656006,-0.07061049,-4.721307,191.97966,167.98636,100.00459,102.92546,150.19295,187.46451,183.94852,74.30022
tcp,S0,S,Malicious,41293.51,-350.5469,0.02719264,0.97609425,57.28031,0.019823972,-4.0537186,192.06157,167.90004,100.067,103.15668,172.81854,181.72446,186.59709,102.13136
udp,S0,D,Benign,43819.094,21856.29,-0.01132733,0.9721362,44.7412,-0.04324558,-5.174821,192.0182,167.9704,99.927864,103.08077,55.07619,196.4046,106.53352,134.05577
tcp,S0,S,Malicious,49564.246,8222.5625,0.0005257702,0.988935,57.19202,-0.0042382,-5.5964117,192.07025,167.96858,100.05913,102.9421,142.54312,53.966347,131.10231,189.20888
udp,S0,D,Benign,43164.656,15889.043,-0.014414748,0.96457195,40.13164,0.028760862,4.93758,192.08748,167.98247,100.0137,102.90787,149.752,183.24608,155.37558,68.796425
tcp,S0,S,Malicious,50349.086,9397.946,0.0027609956,2.9006007,176.1168,-0.06018662,0.124060676,191.97688,167.95625,99.99891,103.05709,86.61122,127.362816,145.5746,145.6498
udp,S0,D,Benign,43707.824,34352.63,-0.06698262,1.0790856,36.343464,-0.01005773,2.0144362,191.97208,167.9487,100.092834,102.96232,85.96498,96.53837,54.049137,165.22935
tcp,S0,S,Malicious,39721.16,8586.148,0.0903194,3.0142045,176.1168,-0.12017201,-16.336893,191.95673,168.02934,100.030334,103.07832,160.21754,115.88962,149.17065,112.38238
tcp,S0,S,Malicious,40984.723,844.44336,0.057103023,0.9746786,61.252438,-0.045811903,-2.3397465,191.97386,168.01581,100.17285,103.05211,165.03995,137.94945,160.03734,201.01057
udp,S0,D,Benign,44276.555,11505.192,0.03941113,0.89711475,42.88581,0.10763353,-2.4321175,191.98152,168.03427,99.91684,102.92832,85.45839,161.34042,136.44936,117.471176
tcp,S0,S,Malicious,42058.69,10352.485,0.04924463,1.104245,57.450146,0.027790736,-3.5429106,192.01598,167.94333,99.898674,102.896484,105.992165,182.46329,169.56665,101.122856
udp,S0,D,Benign,43474.867,17208.293,0.028949365,0.94323957,39.441902,0.06696143,0.8699427,192.017,167.96033,100.08788,102.93634,103.729065,103.01015,201.26129,178.19673
tcp,S0,S,Malicious,41268.348,7076.499,-0.040553864,0.95781744,54.210964,0.17157845,1.8728104,191.96135,168.0197,99.94881,102.960106,137.18144,137.08282,133.33298,109.41609
udp,S0,D,Benign,43794.406,4704.0625,0.086628705,1.0168356,41.04112,-0.038735773,-7.9200716,192.05801,167.95792,99.972626,102.96697,188.83795,141.47456,113.738914,107.74366
tcp,S0,S,Malicious,45053.312,-664.02344,0.01186607,2.934156,176.1168,-0.018208843,-4.305952,191.96529,168.02412,100.17022,102.92132,140.34157,65.281624,54.031223,189.84784
tcp,S0,S,Benign,41608.668,20316.406,-0.023601532,0.9162343,65.95404,0.08852537,-3.0168304,191.98228,167.9025,99.95062,102.962,151.20181,89.8215,118.73179,182.0146
udp,S0,D,Benign,44219.656,6677.082,-0.057156242,0.83794594,46.324528,-0.0063198027,3.3953972,192.03423,167.94014,100.01942,102.9515,184.10263,202.26048,106.39991,137.88399
udp,S0,D,Benign,43948.14,3124.0684,-0.015218886,0.9871945,40.049416,-0.18491195,-9.487853,192.0677,167.87102,99.980286,102.985085,90.38398,179.73795,190.30246,107.65472
tcp,S0,S,Malicious,45239.258,872.0137,-0.052542124,2.9321826,176.1168,0.03812294,-0.8814153,192.03299,168.04863,100.16722,102.92232,144.88716,114.91431,105.13583,82.53034
tcp,S0,S,Benign,48802.945,5848.799,-0.012580453,1.4033287,98.88403,-0.15444471,-15.040105,192.0169,167.99002,100.10944,102.993385,89.167564,142.26598,120.761314,71.59485
udp,S0,D,Benign,43606.86,15581.246,-0.009173643,0.9440809,46.108227,0.00074406294,3.9322076,191.99211,167.91124,100.00132,102.94194,178.33559,202.25406,142.06728,201.0284
tcp,S0,S,Malicious,49612.727,1882.8438,-0.04240431,0.9869925,58.869297,-0.099831894,-14.182925,191.92975,168.03438,100.105484,102.98951,95.995804,181.4969,132.93977,79.46106
udp,S0,D,Benign,43955.906,34098.105,0.020039963,1.0799855,35.285076,0.029289689,11.527582,191.89789,168.02893,99.95218,102.99006,139.60095,129.67102,62.6617,80.40755
tcp,S0,S,Malicious,38307.37,352.97556,-0.01935284,2.723995,175.83067,-0.011912835,-6.0382385,192.02783,168.0503,100.09917,102.93432,165.41374,155.74777,96.27551,72.035034
udp,S0,D,Benign,43840.105,7734.49,-0.00794216,0.94832903,38.975346,-0.048897054,4.6832047,192.00548,168.00185,100.14836,102.863,59.97607,53.920876,63.948032,165.6517
udp,S0,D,Benign,43928.625,13378.27,0.041884214,1.0062325,41.613297,-0.040862095,6.8128676,191.91702,168.0343,100.03025,102.87703,122.07799,72.771225,139.35818,160.12325
tcp,S0,S,Benign,44585.33,35897.684,-0.054932147,0.9152849,68.74462,0.038782213,-9.177428,191.97957,167.89095,100.08883,102.926956,79.055786,59.96488,102.41943,101.10297
udp,S0,D,Benign,43753.64,23580.326,0.00825642,0.9751449,43.1308,-0.08521119,-2.2974482,192.02461,168.12122,100.01707,103.00783,170.33728,181.12071,149.96033,126.67009
udp,S0,D,Benign,43862.0,3525.0117,0.0052074376,1.0164502,32.396545,0.003974009,-1.750453,192.0775,168.03108,99.99611,102.9917,63.21018,86.66012,97.47276,161.39096
tcp,S0,S,Malicious,42757.3,733.35547,0.019539675,1.0623243,70.21776,-0.021547135,-3.2803078,192.07277,168.1214,100.02065,103.0695,175.0011,95.85413,85.78279,151.45934
udp,S0,D,Benign,43757.94,31509.3,-0.032396443,0.869079,39.44359,0.080405094,1.266984,191.9419,167.93846,100.132,102.8754,77.93486,53.920876,54.03198,150.16675
udp,S0,D,Benign,43784.777,35830.848,0.018389381,1.0678457,40.907154,0.06560878,-6.735511,191.98306,167.99759,100.12132,102.958015,72.3722,202.25722,150.14258,123.83979
udp,S0,D,Benign,43180.28,10404.717,-0.03488399,0.89102393,36.654552,-0.122637674,-11.846559,192.0586,167.84106,99.973,102.96055,68.1626,155.09375,96.87226,83.69965
udp,S0,D,Benign,43619.906,35994.79,-0.14626792,1.0069399,40.667812,-0.040636655,-9.516641,191.96516,167.95612,99.89152,102.92964,90.111885,141.8728,115.686104,174.15247
udp,S0,D,Benign,43584.55,27250.615,-0.02323888,1.0256853,48.420372,0.07828472,10.36727,191.98842,168.11606,99.93815,102.92103,125.045525,130.2972,122.812004,146.77245
tcp,S0,S,Malicious,48586.484,-5.878922,0.0021041816,0.9736495,60.828518,0.06586767,-0.8022718,191.95847,167.92094,99.94191,103.09595,162.62744,94.802376,161.93349,129.86353
udp,S0,D,Benign,44431.1,30515.19,0.031701595,1.0445169,41.24394,0.009015846,-0.012418706,192.11693,168.018,100.010254,102.94234,57.2373,64.34225,134.61542,91.96861
udp,S0,D,Benign,44171.133,34992.707,-0.04827097,0.91763747,38.098103,-0.08186087,-1.1006966,191.9992,167.92574,100.00601,102.91034,128.24811,125.70543,131.26993,152.52199
tcp,S0,S,Malicious,43740.047,1626.4541,0.0294825,0.9707159,51.142227,0.06550598,-8.5281,192.01399,168.09195,99.91603,102.99242,84.157394,181.61086,116.97829,191.99283
udp,S0,D,Benign,43777.492,15925.995,-0.041428123,1.0614853,44.254833,0.087168634,3.81496,192.01898,167.93112,99.97434,102.98877,89.328064,83.48698,142.6732,56.08396
tcp,S0,S,Malicious,37493.86,9117.183,0.034318455,0.8973424,53.155094,0.006682578,8.190636,191.99625,167.95645,100.04896,102.99537,188.8729,200.87938,151.49748,201.02843
tcp,S0,S,Malicious,39545.977,-52.994156,0.023752974,3.0369167,176.1168,0.0771409,-14.252215,191.92249,167.8972,99.95454,103.00907,145.95352,189.60567,112.850845,118.94166
udp,S0,D,Benign,44222.336,17062.158,-0.02496621,0.98489016,41.122295,-0.14027353,-3.0509748,192.02321,167.92944,99.91127,102.93683,171.64595,74.61321,73.40446,123.69782
tcp,S0,S,Malicious,37914.83,1223.7148,-0.05158921,0.981301,54.178123,-0.02376787,-10.844081,192.07442,167.91826,99.98074,102.971245,140.309,135.88858,157.62178,80.175095
tcp,S0,S,Malicious,41159.457,327.42868,0.024029858,2.8676972,176.1168,0.01625504,5.758552,192.0141,168.03372,100.18576,102.80868,139.2961,74.9918,98.346985,66.40952
tcp,S0,S,Malicious,38507.53,540.8955,-0.022606308,0.94800335,60.069164,0.025332626,0.4211636,192.09143,167.92291,99.98739,103.074715,78.0781,188.2247,137.86606,63.89395
tcp,S0,S,Malicious,47144.004,236.92284,0.009931362,3.035611,176.1168,0.00080430834,-14.664897,192.06444,167.96306,100.07373,102.94276,180.61337,96.52072,155.19135,80.4211
tcp,S0,S,Malicious,45214.75,540.8906,-0.00034696143,2.8453817,176.1168,0.06904101,0.744155,192.00194,167.91927,100.14916,102.954544,109.402115,156.38959,94.28685,112.04348
tcp,S0,S,Benign,48048.355,27964.422,0.022358874,1.0987152,64.31652,0.060638603,0.05416588,191.91933,168.05177,99.95738,103.016846,143.03912,103.49214,109.46092,139.5576
udp,S0,D,Benign,43106.883,25487.441,0.02431848,0.94727457,43.066956,0.06473636,6.9568872,191.93982,168.02849,100.19271,103.09601,121.587746,165.92545,100.70343,94.95382
tcp,S0,S,Malicious,46364.484,-23.181656,-0.029788503,1.0831473,62.232285,0.19103941,3.9854827,192.0172,167.85585,99.93392,102.892235,178.85927,195.11359,168.86832,174.17087
tcp,S0,S,Benign,49326.027,18646.713,0.055105582,1.0139871,67.82763,0.13615754,9.159537,192.07361,168.0018,99.85816,103.08659,123.18246,106.47804,99.8652,71.1979
udp,S0,D,Benign,45106.617,35991.086,-0.15637997,0.9304813,40.819847,0.33999294,4.6378345,191.9062,167.78488,99.92219,102.798775,68.6352,53.93782,150.72675,201.02841
tcp,S0,S,Malicious,43244.707,459.74704,-0.026934203,1.0381236,52.18708,0.13419288,-9.706588,192.02103,167.95003,99.96571,103.00614,166.08052,76.506134,135.74974,69.75336
tcp,S0,S,Malicious,45971.15,9981.457,0.063599825,1.077422,55.452785,0.20004934,6.9866548,191.98001,167.87143,100.05854,102.97951,93.95461,187.44812,100.481186,136.25568
udp,S0,D,Benign,43115.58,10945.53,-0.021436451,1.0006176,32.836365,-0.14656185,-8.913451,191.99019,167.91069,99.96636,102.96672,177.02061,99.08604,78.86677,71.41901
udp,S0,D,Benign,43350.863,13766.115,0.011536526,0.82967687,38.53783,-0.13917305,-1.8717136,192.03305,168.0477,99.93498,103.0517,147.22696,74.88351,96.02962,113.69949
tcp,S0,S,Malicious,40418.37,-296.33987,0.06969097,2.9210901,176.09901,-0.113578156,-17.820204,191.99799,167.91777,99.98399,102.94429,63.778866,175.65453,74.354836,145.85216
tcp,S0,S,Malicious,43471.84,8230.685,0.023987941,1.0488397,67.40371,0.08650334,2.3210826,192.00192,167.93665,100.089775,102.89856,165.7382,198.01036,161.01898,80.5421
tcp,S0,S,Malicious,42184.605,701.2363,0.02303585,0.9414163,71.88675,0.032042105,-4.825754,192.01663,167.96286,99.96924,102.97969,168.13817,149.24297,106.68514,183.28923
udp,S0,D,Benign,44663.94,18664.053,-0.057164907,0.8470034,32.283497,-0.0036766944,2.338437,192.0909,167.86154,100.06557,103.01006,96.156364,89.75644,130.93097,136.65387
tcp,S0,S,Malicious,37540.492,9323.72,0.04502338,0.8906998,57.151405,-0.26774812,-6.250601,191.94789,167.94899,100.06808,102.98518,58.904846,104.21358,131.33864,54.52404
udp,S0,D,Benign,43357.496,4457.129,0.00109522,0.9645657,39.121475,-0.104068905,2.8875933,192.01001,168.01482,100.034676,102.92598,67.75616,172.14407,95.622406,194.33557
udp,S0,D,Benign,44080.207,6360.125,0.07996107,1.1188498,39.110973,-0.19323663,-0.26935098,191.99196,167.93735,99.950714,102.9003,176.01584,202.26083,200.69867,52.470467
udp,S0,D,Benign,44376.785,13067.788,-0.055258658,0.9410015,39.827457,0.0070283744,-1.9666281,192.05461,167.91225,99.99339,102.9673,141.41986,133.90431,186.21158,167.54976
tcp,S0,S,Malicious,44805.56,8789.079,0.07831419,2.9371567,176.11661,0.04987226,-7.5670958,192.12135,168.04831,100.01307,102.99826,65.76242,120.41114,137.74088,183.43367
tcp,S0,S,Malicious,50934.83,5585.047,-0.012473554,2.9781642,176.1168,-0.08773902,-4.276635,192.01878,168.024,100.176476,102.88715,141.9104,53.98667,91.723404,100.480896
udp,S0,D,Benign,43067.848,19302.393,-0.022991551,0.93042463,45.415096,0.015270743,-0.72857374,192.03777,167.91196,100.05183,102.93943,73.70039,119.47405,181.24083,140.86543
udp,S0,D,Benign,43850.844,20989.17,-0.06916713,1.0021913,36.61067,0.010776791,-1.3775558,191.8809,168.00511,100.08297,103.00483,172.43199,201.33983,77.31055,198.82254
tcp,S0,S,Benign,40388.477,35932.984,0.026050465,0.9841176,59.153458,-0.009917107,-6.776701,192.04881,167.93475,99.90233,102.90572,157.01846,131.28648,198.58173,144.69887
udp,S0,D,Benign,44367.97,32525.88,-0.009633163,0.94538945,45.927685,0.012180391,-3.6155357,191.90552,168.11052,100.0944,102.97439,111.672745,165.89429,87.93348,60.532623
udp,S0,D,Benign,44087.137,28865.588,0.0061368807,0.9077311,38.787605,0.038764086,2.1719847,192.0674,167.87776,100.06743,102.96905,175.7691,168.22797,71.11769,197.37938
tcp,S0,S,Benign,51700.023,8493.033,0.024581324,0.80550003,52.592113,0.009340542,-13.691394,192.0492,167.93913,100.068924,103.05998,99.11671,53.920876,169.15372,179.01932
tcp,S0,S,Malicious,52926.246,746.78613,0.0054430724,2.9131756,176.1168,-0.05561113,-12.728494,192.0072,167.89644,100.21088,102.90844,77.60873,64.0375,199.10828,126.02757
tcp,S0,S,Malicious,47910.39,1914.9316,-0.026064456,0.91066164,54.795956,-0.013751996,-6.122654,191.97237,167.97406,100.01994,102.95631,148.75412,133.72572,88.600464,106.11438
tcp,S0,S,Malicious,43670.773,8594.074,0.10249874,2.9869065,176.1168,-0.101679936,-10.976472,192.11647,168.0138,100.16742,102.91523,55.075863,110.6802,98.25383,191.46515
udp,S0,D,Benign,43768.64,27120.508,0.06713532,0.96085054,37.655197,0.14163585,4.5983615,192.05202,167.99313,100.05511,103.02967,180.8828,179.03098,68.870834,95.836655
tcp,S0,S,Malicious,51200.504,304.3486,0.021993658,3.0368178,176.1168,0.007949266,1.5499411,191.93863,167.85007,99.96315,102.99398,142.46036,156.29486,169.67542,139.28795
udp,S0,D,Benign,44046.66,10044.028,0.04446233,0.93552846,42.23211,0.0922527,4.767188,192.02798,168.02733,99.896675,102.9999,115.9547,171.2801,56.77248,156.45311
udp,S0,D,Benign,43549.617,24185.984,-0.004626903,0.95478916,36.18408,-0.034223985,-2.9592133,191.99765,167.96782,99.983765,102.988846,133.22618,160.91576,156.65279,107.24505
tcp,S0,S,Malicious,52938.28,7737.299,0.012850632,2.9539611,176.1168,0.046761114,-6.462206,192.12502,167.96475,100.05882,102.963524,94.96198,93.24456,103.31919,140.36516
udp,S0,D,Benign,44189.867,35899.863,-0.061104048,1.0085431,37.942184,-0.041627537,-3.4849663,191.97624,167.94528,100.21608,102.980225,132.4993,92.09511,139.77496,90.54637
udp,S0,D,Benign,43247.875,35996.75,0.058387164,0.98993534,36.741352,-0.09782593,4.4479675,192.00935,168.0174,99.93214,102.84313,131.55615,157.62068,104.33428,142.48419
tcp,S0,S,Malicious,50171.516,8862.001,0.023056094,1.0145952,60.70305,-0.021920156,-2.9774742,192.01872,168.03278,100.00413,102.97912,143.63832,67.32839,67.52032,149.28209
